"SPEAKER","SENTENCE","DATAID","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","요 제품 돌 된 애용은 아니죠?","장미연_의류_21","B","의복의류점","의류","1","5","연령별적합여부","","Q","","요 제품 돌 된 애용은 아니죠?","","","","제품,돌,애용","애용/아이","아이/연령대",""
"점원","돌 된 애용 제품 맞아요","장미연_의류_21","B","의복의류점","의류","0","6","연령별적합여부","","A","","","","","돌 된 애용 제품 맞아요","돌,애용,제품","애용/아이","아이/연령대",""
"고객","요 제품은 이만 구천 원인가요?","장미연_의류_21","B","의복의류점","의류","1","7","가격문의","","Q","","요 제품은 이만 구천 원인가요?","","","","제품,이만 구천 원","","이만 구천 원/가격",""
"점원","네","장미연_의류_21","B","의복의류점","의류","0","8","가격문의","","A","","","","","네","","","",""
"고객","요 줄문의 제품은 얼마예요?","장미연_의류_21","B","의복의류점","의류","1","9","가격문의","","Q","","요 줄문의 제품은 얼마예요?","","","","줄무늬,제품","","줄무늬/무늬종류",""
"점원","이 제품은 이만 이천 원이에요","장미연_의류_21","B","의복의류점","의류","0","10","가격문의","","A","","","","","이 제품은 이만 이천 원이에요","제품,이만 이천 원","","이만 이천 원/가격",""
"고객","이 제품 현금할인 되나요?","장미연_의류_21","B","의복의류점","의류","1","11","현금할인여부문의","","Q","","이 제품 현금할인 되나요?","","","","제품,현금,할인","","현금/돈",""
"점원","이 제품 현금할인으로 이천원 세일해드릴 수 있어요","장미연_의류_21","B","의복의류점","의류","0","12","현금할인여부문의","","A","","","","","이 제품 현금할인으로 이천원 세일해드릴 수 있어요","제품,현금,할인,이천원,세일","","현금/돈,이천원/가격",""
"고객","이 옷은 남자애용이 맞아요?","장미연_의류_21","B","의복의류점","의류","1","13","착용성별문의","","Q","","이 옷은 남자애용이 맞아요?","","","","옷,남자애용","남자애/아이","아이/연령대",""
"점원","그 옷은 남녀공용이에요","장미연_의류_21","B","의복의류점","의류","0","14","착용성별문의","","A","","","","","그 옷은 남녀공용이에요","옷,남녀공용","남녀공용/남녀","남녀/성별",""
"고객","이 옷은 요즘 입을 수 있나요?","장미연_의류_22","B","의복의류점","의류","1","1","착용계절문의","","Q","","이 옷은 요즘 입을 수 있나요?","","","","옷,요즘","","요즘/시기",""
"점원","그 옷은 지금 입는 거예요","장미연_의류_22","B","의복의류점","의류","0","2","착용계절문의","","A","","","","","그 옷은 지금 입는 거예요","옷,지금,이십 오만 원","","지금/시간,이십 오만 원/가격",""
"고객","곤색 옷이랑 이 제품이랑 다르죠?","장미연_의류_22","B","의복의류점","의류","1","3","제품비교","","Q","","곤색 옷이랑 이 제품이랑 다르죠?","","","","곤색,옷,제품","","곤색/색",""
"점원","곤색 옷은 여성용이고 이 제품은 남성용이에요","장미연_의류_22","B","의복의류점","의류","0","4","제품비교","","A","","","","","곤색 옷은 여성용이고 이 제품은 남성용이에요","곤색,옷,여성용,제품,남성용","여성용/여성,남성용/남성","곤색/색,여성/성별,남성/성별",""
"고객","요 남성용 카키색 옷은 얼마예요?","장미연_의류_22","B","의복의류점","의류","1","5","가격문의","","Q","","요 남성용 카키색 옷은 얼마예요?","","","","남성용,카키색,옷","남성용/남성","남성/성별,카키색/색",""
"점원","그 제품 팔만 사천원이에요","장미연_의류_22","B","의복의류점","의류","0","6","가격문의","","A","","","","","그 제품 팔만 사천원이에요","제품,팔만 사천원","","팔만 사천원/가격",""
"고객","요 옷은 남성용인가요?","장미연_의류_22","B","의복의류점","의류","1","7","착용성별문의","","Q","","요 옷은 남성용인가요?","","","","옷,남성용","남성용/남성","남성/성별",""
"점원","네","장미연_의류_22","B","의복의류점","의류","0","8","착용성별문의","","A","","","","","네","","","",""
"고객","곤색 옷은 얼마예요?","장미연_의류_22","B","의복의류점","의류","1","9","가격문의","","Q","","곤색 옷은 얼마예요?","","","","곤색,옷","","곤색/색",""
"점원","그 옷은 고어텍스라 삼십 구만 원인데, 세일해서 십 구만 오천 원이에요","장미연_의류_22","B","의복의류점","의류","0","10","가격문의","","A","","","","","그 옷은 고어텍스라 삼십 구만 원인데, 세일해서 십 구만 오천 원이에요","옷,고어텍스,삼십 구만 원,세일,십 구만 오천 원","","고어텍스/소재,삼십 구만 원/가격,십 구만 오천 원/가격",""
"고객","전부 다 오십프로 세일하는 거죠?","장미연_의류_22","B","의복의류점","의류","1","11","할인여부문의","","Q","","전부 다 오십프로 세일하는 거죠?","","","","전부,오십 프로,세일","","오십 프로/비율",""
"점원","네","장미연_의류_22","B","의복의류점","의류","0","12","할인여부문의","","A","","","","","네","","","",""
"고객","고어텍스가 뭐예요?","장미연_의류_22","B","의복의류점","의류","1","13","옷감문의","","Q","","고어텍스가 뭐예요?","","","","고어텍스","","고어텍스/소재",""
"점원","고어텍스는 방수효과를 말해요","장미연_의류_22","B","의복의류점","의류","0","14","옷감문의","","A","","","","","고어텍스는 방수효과를 말해요","고어텍스,방수,효과","","고어텍스/소재",""
"고객","젊은 사람들 입는 건 어떤게 잘 나가요?","장미연_의류_22","B","의복의류점","의류","1","15","인기제품문의","","Q","","젊은 사람들 입는 건 어떤게 잘 나가요?","","","","사람","","",""
"점원","어떤 스타일로 찾으세요?","장미연_의류_22","B","의복의류점","의류","0","16","인기제품문의","선호제품문의","Q","","","어떤 스타일로 찾으세요?","","","스타일","","",""
"고객","잠바 종류로 찾아요","장미연_의류_22","B","의복의류점","의류","1","17","인기제품문의","선호제품문의","A","","","","잠바 종류로 찾아요","","잠바,종류","","잠바/의류",""
"점원","이 제품이 좋아요","장미연_의류_22","B","의복의류점","의류","0","18","인기제품문의","","A","15","","","","이 제품이 좋아요","제품","","",""
"고객","이 제품은 고어텍스인가요?","장미연_의류_22","B","의복의류점","의류","1","19","옷감문의","","Q","","이 제품은 고어텍스인가요?","","","","제품,고어텍스","","고어텍스/소재",""
"점원","네, 안에 조끼도 같이 세트로 있어요","장미연_의류_22","B","의복의류점","의류","0","20","옷감문의","","A","","","","","네, 안에 조끼도 같이 세트로 있어요","안,조끼,세트","","조끼/의류",""
"고객","이 제품 색상은 하나뿐인가요?","장미연_의류_22","B","의복의류점","의류","1","21","동제품타색상문의","","Q","","이 제품 색상은 하나뿐인가요?","","","","제품,색상,하나","","하나/수량",""
"점원","네 이 제품 색상은 곤색 하나만 있어요","장미연_의류_22","B","의복의류점","의류","0","22","동제품타색상문의","","A","","","","","네 이 제품 색상은 곤색 하나만 있어요","제품,색상,곤색,하나","","곤색/색,하나/수량",""
"고객","주차는 요 앞에 하면 돼요?","장미연_의류_22","B","의복의류점","의류","1","23","주차장문의","","Q","","주차는 요 앞에 하면 돼요?","","","","주차,앞","","앞/위치",""
"점원","예","장미연_의류_22","B","의복의류점","의류","0","24","주차장문의","","A","","","","","예","","","",""
"고객","이 제품보다 약간 짧은 옷은 없나요?","장미연_의류_22","B","의복의류점","의류","1","25","동류타제품문의","","Q","","이 제품보다 약간 짧은 옷은 없나요?","","","","제품,옷","","",""
"점원","그 제품보다 짧은 옷은 없어요","장미연_의류_22","B","의복의류점","의류","0","26","동류타제품문의","","A","","","","","그 제품보다 짧은 옷은 없어요","제품,옷","","",""
"고객","너무 비싼 옷 말고 조금 저렴한 제품 없어요?","장미연_의류_23","B","의복의류점","의류","1","1","저렴한제품문의","","Q","","너무 비싼 옷 말고 조금 저렴한 제품 없어요?","","","","옷,조금,제품","","",""
"점원","요런 제품은 칠십프로 세일이라 싸요","장미연_의류_23","B","의복의류점","의류","0","2","저렴한제품문의","","A","","","","","요런 제품은 칠십프로 세일이라 싸요","제품,칠십 프로,세일","","칠십 프로/비율",""
"고객","한 벌이 아니라 요 단품만 세일인 거죠?","장미연_의류_23","B","의복의류점","의류","1","3","세일품목문의","","Q","","한 벌이 아니라 요 단품만 세일인 거죠?","","","","한 벌,단품,세일","","한 벌/수량",""
"점원","네, 그 한 제품만요","장미연_의류_23","B","의복의류점","의류","0","4","세일품목문의","","A","","","","","네, 그 한 제품만요","한 제품","","한 제품/수량",""
"고객","이 옷들은 할인율이 얼마나 되나요?","장미연_의류_23","B","의복의류점","의류","1","5","할인율문의","","Q","","이 옷들은 할인율이 얼마나 되나요?","","","","옷,할인율","","",""
"점원","그 옷들은 오십프로, 칠십프로씩 세일해요","장미연_의류_23","B","의복의류점","의류","0","6","할인율문의","","A","","","","","그 옷들은 오십프로, 칠십프로씩 세일해요","옷,오십 프로,칠십 프로,세일","","오십 프로/비율,칠십 프로/비율",""
"고객","요 보라색 옷은 얼마예요?","장미연_의류_23","B","의복의류점","의류","1","7","가격문의","","Q","","요 보라색 옷은 얼마예요?","","","","보라색,옷","","보라색/색",""
"점원","그 옷은 십 칠만 팔천 원이에요","장미연_의류_23","B","의복의류점","의류","0","8","가격문의","","A","","","","","그 옷은 십 칠만 팔천 원이에요","옷,십 칠만 팔천 원","","십 칠만 팔천 원/가격",""
"고객","저 조끼는 얼마예요?","장미연_의류_23","B","의복의류점","의류","1","9","가격문의","","Q","","저 조끼는 얼마예요?","","","","조끼","","조끼/의류",""
"점원","저 조끼는 이십 구만 팔천 원이에요","장미연_의류_23","B","의복의류점","의류","0","10","가격문의","","A","","","","","저 조끼는 이십 구만 팔천 원이에요","조끼,이십 구만 팔천 원","","조끼/의류,이십 구만 팔천 원/가격",""
"고객","요 옷도 오십프로 세일해요?","장미연_의류_23","B","의복의류점","의류","1","11","할인여부문의","","Q","","요 옷도 오십프로 세일해요?","","","","옷,오십 프로,세일","","오십 프로/비율",""
"점원","네","장미연_의류_23","B","의복의류점","의류","0","12","할인여부문의","","A","","","","","네","","","",""
"고객","블라우스 종류로 이 제품보다 더 저렴한 건 없나요?","장미연_의류_23","B","의복의류점","의류","1","13","저렴한제품문의","","Q","","블라우스 종류로 이 제품보다 더 저렴한 건 없나요?","","","","블라우스,종류,제품","","블라우스/의류",""
"점원","네","장미연_의류_23","B","의복의류점","의류","0","14","저렴한제품문의","","A","","","","","네","","","",""
"고객","요런 회색옷은 얼마예요?","장미연_의류_23","B","의복의류점","의류","1","15","가격문의","","Q","","요런 회색옷은 얼마예요?","","","","회색,옷","","회색/색",""
"점원","그 옷은 십칠만 팔천 원이에요","장미연_의류_23","B","의복의류점","의류","0","16","가격문의","","A","","","","","그 옷은 십칠만 팔천 원이에요","옷,십칠만 팔천 원","","십칠만 팔천 원/가격",""
"고객","봄 신상옷이 벌써 나왔어요?","장미연_의류_24","B","의복의류점","의류","1","1","계절상품문의","","Q","","봄 신상옷이 벌써 나왔어요?","","","","봄,신상,옷","","봄/계절",""
"점원","네","장미연_의류_24","B","의복의류점","의류","0","2","계절상품문의","","A","","","","","네","","","",""
"고객","어떤 옷들이 봄 신상인가요?","장미연_의류_24","B","의복의류점","의류","1","3","계절상품문의","","Q","","어떤 옷들이 봄 신상인가요?","","","","옷,봄,신상","","봄/계절",""
"점원","요거 입고 코트 걸치면 편할랑가","장미연_의류_24","B","의복의류점","의류","0","4","계절상품문의","","A","","","","","요거 입고 코트 걸치면 편할랑가","코트","","코트/의류",""
"고객","이 줄무의 옷은 얼마예요?","장미연_의류_24","B","의복의류점","의류","1","5","가격문의","","Q","","이 줄무의 옷은 얼마예요?","","","","줄무늬,옷","","줄무늬/무늬 종류",""
"점원","그 옷은 십만 칠천 원이에요","장미연_의류_24","B","의복의류점","의류","0","6","가격문의","","A","","","","","그 옷은 십만 칠천 원이에요","옷,십만 칠천 원","","십만 칠천 원/가격",""
"고객","이 옷 가격은 세일된 가격인가요?","장미연_의류_24","B","의복의류점","의류","1","7","할인여부문의","","Q","","이 옷 가격은 세일된 가격인가요?","","","","옷,가격,세일,가격","","",""
"점원","네, 오십프로 세일된 가격이에요","장미연_의류_24","B","의복의류점","의류","0","8","할인여부문의","","A","","","","","네, 오십프로 세일된 가격이에요","오십 프로,세일,가격","","오십 프로/비율",""
"고객","요 제품도 오십프로 할인 된 건가요?","장미연_의류_24","B","의복의류점","의류","1","9","할인율문의","","Q","","요 제품도 오십프로 할인 된 건가요?","","","","제품,오십 프로,할인","","오십 프로/비율",""
"점원","네","장미연_의류_24","B","의복의류점","의류","0","10","할인율문의","","A","","","","","네","","","",""
"고객","뚱뚱한 사람 입기엔 요 옷이 더 나아요 이 옷이 더 나아요?","장미연_의류_24","B","의복의류점","의류","1","11","사이즈적합여부문의","","Q","","뚱뚱한 사람 입기엔 요 옷이 더 나아요 이 옷이 더 나아요?","","","","사람,옷,옷","","",""
"점원","사람마다 다르지만, 이 제품이 길어서 다양하게 입을 수 있어요","장미연_의류_24","B","의복의류점","의류","0","12","사이즈적합여부문의","","A","","","","","사람마다 다르지만, 이 제품이 길어서 다양하게 입을 수 있어요","사람,제품","","",""
"고객","이 근처에는 주차할 곳이 없나요?","장미연_의류_24","B","의복의류점","의류","1","13","주차장문의","","Q","","이 근처에는 주차할 곳이 없나요?","","","","근처,주차","","",""
"점원","여기 골목 쪽에 주차할 수 있어요","장미연_의류_24","B","의복의류점","의류","0","14","주차장문의","","A","","","","","여기 골목 쪽에 주차할 수 있어요","골목,주차","","",""
"고객","골목에 주차해도 되나요?","장미연_의류_24","B","의복의류점","의류","1","15","주차장문의","","Q","","골목에 주차해도 되나요?","","","","골목,주차","","",""
"점원","골목 안쪽 빈 자리에 대시면 돼요","장미연_의류_24","B","의복의류점","의류","0","16","주차장문의","","A","","","","","골목 안쪽 빈 자리에 대시면 돼요","골목,자리","","",""
"고객","겨울 옷은 할인율이 높나요?","장미연_의류_24","B","의복의류점","의류","1","17","할인율문의","","Q","","겨울 옷은 할인율이 높나요?","","","","겨울옷,할인율","","겨울옷/의류",""
"점원","네, 겨울 옷은 오십프로씩 할인해요","장미연_의류_24","B","의복의류점","의류","0","18","할인율문의","","A","","","","","네, 겨울 옷은 오십프로씩 할인해요","겨울옷,오십 프로,할인","","겨울옷/의류,오십 프로/비율",""
"고객","요 제품도 오십프로 할인 된 건가요?","장미연_의류_24","B","의복의류점","의류","1","19","할인율문의","","Q","","요 제품도 오십프로 할인 된 건가요?","","","","제품,오십 프로,할인","","오십 프로/비율",""
"점원","그 제품은 할인하지 않아요","장미연_의류_24","B","의복의류점","의류","0","20","할인율문의","","A","","","","","그 제품은 할인하지 않아요","제품,할인","","",""
"고객","이 조끼는 마이까지 세트죠?","장미연_의류_24","B","의복의류점","의류","1","21","세트제품문의","","Q","","이 조끼는 마이까지 세트죠?","","","","조끼,마이,세트","","조끼/의류,마이/의류",""
"점원","그 둘 세트아니고, 그냥 매치해놓은 거예요","장미연_의류_24","B","의복의류점","의류","0","22","세트제품문의","","A","","","","","그 둘 세트아니고, 그냥 매치해놓은 거예요","둘,세트,매치","","둘/수량",""
"고객","마이만은 얼마예요?","장미연_의류_24","B","의복의류점","의류","1","23","세트제품개별구매문의","","Q","","마이만은 얼마예요?","","","","마이","","마이/의류",""
"점원","마이만 십이만 구천 원이요","장미연_의류_24","B","의복의류점","의류","0","24","세트제품개별구매문의","","A","","","","","마이만 십이만 구천 원이요","마이,십이만 구천 원","","마이/의류,십이만 구천 원/가격",""
"고객","빅사이즈 옷 있어요?","장미연_의류_25","B","의복의류점","의류","1","1","빅사이즈제품문의","","Q","","빅사이즈 옷 있어요?","","","","빅사이즈,옷","","빅사이즈/사이즈",""
"점원","빅사이즈, 어느분이 입으실 거예요?","장미연_의류_25","B","의복의류점","의류","0","2","빅사이즈제품문의","착용대상문의","Q","","","빅사이즈, 어느분이 입으실 거예요?","","","빅사이즈","","빅사이즈/사이즈",""
"고객","저희 시어머니가 입으실 거예요","장미연_의류_25","B","의복의류점","의류","1","3","빅사이즈제품문의","착용대상문의","A","","","","저희 시어머니가 입으실 거예요","","시어머니","","시어머니/호칭",""
"점원","시어머니 사이즈가 99 되세요?","장미연_의류_25","B","의복의류점","의류","0","4","빅사이즈제품문의","사이즈문의","Q","","","시어머니 사이즈가 99 되세요?","","","시어머니,사이즈,99","","시어머니/호칭,사이즈/사이즈,99/사이즈",""
"고객","예, 허리 사이즈가 99 돼요","장미연_의류_25","B","의복의류점","의류","1","5","빅사이즈제품문의","사이즈문의","A","","","","예, 허리 사이즈가 99 돼요","","허리,사이즈,99","","허리/신체부위,사이즈/사이즈,99/사이즈",""
"점원","외투로 추천해드릴까요?","장미연_의류_25","B","의복의류점","의류","0","6","빅사이즈제품문의","제품추천","Q","","","외투로 추천해드릴까요?","","","외투,추천","","외투/의류",""
"고객","네, 기장 짧은 제품으로 추천 해주세요","장미연_의류_25","B","의복의류점","의류","1","7","빅사이즈제품문의","제품추천","A","","","","네, 기장 짧은 제품으로 추천 해주세요","","제품,추천","","",""
"점원","이런 제품이 좋아요","장미연_의류_25","B","의복의류점","의류","0","8","빅사이즈제품문의","","A","1","","","","이런 제품이 좋아요","제품","","",""
"고객","이 까만옷 사이즈가 뭐예요?","장미연_의류_25","B","의복의류점","의류","1","9","사이즈문의","","Q","","이 까만옷 사이즈가 뭐예요?","","","","까만,옷,사이즈","까만/검정","검정/색/색,사이즈/사이즈",""
"점원","그 옷이 가장 큰 사이즈예요","장미연_의류_25","B","의복의류점","의류","0","10","사이즈문의","","A","","","","","그 옷이 가장 큰 사이즈예요","옷,사이즈","","사이즈/사이즈",""
"고객","이 가격이 현금가인가요?","장미연_의류_25","B","의복의류점","의류","1","11","현금할인여부문의","","Q","","이 가격이 현금가인가요?","","","","가격,현금가","","",""
"점원","네","장미연_의류_25","B","의복의류점","의류","0","12","현금할인여부문의","","A","","","","","네","","","",""
"고객","좀 저렴한 옷 있어요?","장미연_의류_25","B","의복의류점","의류","1","13","저렴한제품문의","","Q","","좀 저렴한 옷 있어요?","","","","옷","","",""
"점원","저렴한 옷은 없어요","장미연_의류_25","B","의복의류점","의류","0","14","저렴한제품문의","","A","","","","","저렴한 옷은 없어요","옷","","",""
"고객","이 옷은 얼마예요?","장미연_의류_25","B","의복의류점","의류","1","15","가격문의","","Q","","이 옷은 얼마예요?","","","","옷","","",""
"점원","이 하얀옷은 이십 오만 원이에요","장미연_의류_25","B","의복의류점","의류","0","16","가격문의","","A","","","","","이 하얀옷은 이십 오만 원이에요","하얀,옷,이십 오만 원","하얀/하얀색","하얀색/색,이십 오만 원/가격",""
"고객","요 파란색 티는 얼마예요?","장미연_의류_25","B","의복의류점","의류","1","17","가격문의","","Q","","요 파란색 티는 얼마예요?","","","","파란색,티","","파란색/색,티/의류",""
"점원","이 옷도 십만 원이에요","장미연_의류_25","B","의복의류점","의류","0","18","가격문의","","A","","","","","이 옷도 십만 원이에요","옷,십만 원","","십만 원/가격",""
"고객","이 까만색 옷이 참 예쁜데, 두꺼워 보이네요","장미연_의류_25","B","의복의류점","의류","1","19","옷감문의","","Q","","이 까만색 옷이 참 예쁜데, 두꺼워 보이네요","","","","까만색,옷","까만색/검은색","검은색/색",""
"점원","그 옷이 두꺼워서 덥지만 가벼워요","장미연_의류_25","B","의복의류점","의류","0","20","옷감문의","","A","","","","","그 옷이 두꺼워서 덥지만 가벼워요","옷","","",""
"고객","이 옷은 가볍고 따뜻한가요?","장미연_의류_25","B","의복의류점","의류","1","21","옷감문의","","Q","","이 옷은 가볍고 따뜻한가요?","","","","옷","","",""
"점원","네, 따뜻해요","장미연_의류_25","B","의복의류점","의류","0","22","옷감문의","","A","","","","","네, 따뜻해요","","","",""
"고객","요런 조끼는 얼마씩 해요?","장미연_의류_26","B","의복의류점","의류","1","1","가격문의","","Q","","요런 조끼는 얼마씩 해요?","","","","조끼","","조끼/의류",""
"점원","이 옷이 삼만 이천 원이에요","장미연_의류_26","B","의복의류점","의류","0","2","가격문의","","A","","","","","이 옷이 삼만 이천 원이에요","옷,삼만 이천 원","","삼만 이천 원/가격",""
"고객","이 까만 옷이 많이 나가나요?","장미연_의류_26","B","의복의류점","의류","1","3","인기제품문의","","Q","","이 까만 옷이 많이 나가나요?","","","","까만,옷","까만/검정","검정/색",""
"점원","네, 그 옷 정말 이뻐요","장미연_의류_26","B","의복의류점","의류","0","4","인기제품문의","","A","","","","","네, 그 옷 정말 이뻐요","옷","","",""
"고객","이 옷 얼마죠?","장미연_의류_26","B","의복의류점","의류","1","5","가격문의","","Q","","이 옷 얼마죠?","","","","옷","","",""
"점원","그 옷 삼만 육천 원이요","장미연_의류_26","B","의복의류점","의류","0","6","가격문의","","A","","","","","그 옷 삼만 육천 원이요","옷,삼만 육천 원","","삼만 육천 원/가격",""
"고객","베이지색 옷은 얼마예요?","장미연_의류_26","B","의복의류점","의류","1","7","가격문의","","Q","","베이지색 옷은 얼마예요?","","","","베이지색,옷","","베이지색/색",""
"점원","그 제품은 삼만 이천 원이에요","장미연_의류_26","B","의복의류점","의류","0","8","가격문의","","A","","","","","그 제품은 삼만 이천 원이에요","제품,삼만 이천 원","","삼만 이천 원/가격",""
"고객","까만색 옷이 많이 나가죠?","장미연_의류_26","B","의복의류점","의류","1","9","인기제품문의","","Q","","까만색 옷이 많이 나가죠?","","","","까만색,옷","까만색/검은색","검은색/색",""
"점원","검정색 옷은 잘 안나가고, 보통 쥐색옷이 잘 나가요","장미연_의류_26","B","의복의류점","의류","0","10","인기제품문의","","A","","","","","검정색 옷은 잘 안나가고, 보통 쥐색옷이 잘 나가요","검정색,옷,보통,쥐색,옷","","검정색/색,쥐색/색",""
"고객","물건 사서 주차권 받으면, 몇시간짜리 주차권 주시나요?","장미연_의류_26","B","의복의류점","의류","1","11","주차장문의","","Q","","물건 사서 주차권 받으면, 몇시간짜리 주차권 주시나요?","","","","주차권,몇 시간,주차권","","몇 시간/시간",""
"점원","한시간짜리 주차권 드려요","장미연_의류_26","B","의복의류점","의류","0","12","주차장문의","","A","","","","","한시간짜리 주차권 드려요","한 시간,주차권","","한 시간/시간",""
"고객","요 니트 가디건은 얼마예요?","장미연_의류_26","B","의복의류점","의류","1","13","가격문의","","Q","","요 니트 가디건은 얼마예요?","","","","니트,가디건","","니트/의류,가디건/의류",""
"점원","가디건은 육만 구천 원이에요","장미연_의류_26","B","의복의류점","의류","0","14","가격문의","","A","","","","","가디건은 육만 구천 원이에요","가디건,육만 구천 원","","가디건/의류,육만 구천 원/가격",""
"고객","이 옷은 세탁소 맡겨야 하나요?","장미연_의류_26","B","의복의류점","의류","1","15","제품의세탁방법문의","","Q","","이 옷은 세탁소 맡겨야 하나요?","","","","옷,세탁소","","세탁소/장소",""
"점원","이 옷은 집에서 세탁하셔도 돼요","장미연_의류_26","B","의복의류점","의류","0","16","제품의세탁방법문의","","A","","","","","이 옷은 집에서 세탁하셔도 돼요","옷,집,세탁","","",""
"고객","혹시 빅사이즈 있어요?","장미연_의류_27","B","의복의류점","의류","1","1","빅사이즈제품문의","","Q","","혹시 빅사이즈 있어요?","","","","빅사이즈","","빅사이즈/사이즈",""
"점원","저 쪽에 빅사이즈 제품 있어요","장미연_의류_27","B","의복의류점","의류","0","2","빅사이즈제품문의","","A","","","","","저 쪽에 빅사이즈 제품 있어요","저쪽,빅사이즈,제품","","빅사이즈/사이즈",""
"고객","이 옷 사이즈가 뭐예요?","장미연_의류_27","B","의복의류점","의류","1","3","사이즈문의","","Q","","이 옷 사이즈가 뭐예요?","","","","옷,사이즈","","사이즈/사이즈",""
"점원","큰 사이즈 필요하세요?","장미연_의류_27","B","의복의류점","의류","0","4","사이즈문의","빅사이즈문의","Q","","","큰 사이즈 필요하세요?","","","사이즈","","사이즈/사이즈",""
"고객","예, 엄마 사드리게","장미연_의류_27","B","의복의류점","의류","1","5","사이즈문의","빅사이즈문의","A","","","","예, 엄마 사드리게","","엄마","","엄마/호칭",""
"점원","이 패딩도 한 번 보세요","장미연_의류_27","B","의복의류점","의류","0","6","사이즈문의","","A","3","","","","이 패딩도 한 번 보세요","패딩,한 번","","패딩/의류,한 번/횟수",""
"고객","어디에 패딩이 있어요?","장미연_의류_27","B","의복의류점","의류","1","7","제품위치문의","","Q","","어디에 패딩이 있어요?","","","","패딩","","패딩/의류",""
"점원","여기, 이 옷도 있어요","장미연_의류_27","B","의복의류점","의류","0","8","제품위치문의","","A","","","","","여기, 이 옷도 있어요","옷","","",""
"고객","이 옷은 일제예요?","장미연_의류_27","B","의복의류점","의류","1","9","원산지문의","","Q","","이 옷은 일제예요?","","","","옷,일제","","일제/원산지",""
"점원","네","장미연_의류_27","B","의복의류점","의류","0","10","원산지문의","","A","","","","","네","","","",""
"고객","이 옷은 티 같은데요?","장미연_의류_27","B","의복의류점","의류","1","11","제품용도문의","","Q","","이 옷은 티 같은데요?","","","","옷,티","","티/의류",""
"점원","그 옷 티 아니에요","장미연_의류_27","B","의복의류점","의류","0","12","제품용도문의","","A","","","","","그 옷 티 아니에요","옷,티","","티/의류",""
"고객","큰 사이즈 옷이 별로 없네요","장미연_의류_27","B","의복의류점","의류","1","13","빅사이즈제품문의","","Q","","큰 사이즈 옷이 별로 없네요","","","","사이즈,옷","","사이즈/사이즈",""
"점원","예, 별로 나오질 않으니까요","장미연_의류_27","B","의복의류점","의류","0","14","빅사이즈제품문의","","A","","","","","예, 별로 나오질 않으니까요","","","",""
"고객","요 카키색 코트는 얼마예요?","장미연_의류_27","B","의복의류점","의류","1","15","가격문의","","Q","","요 카키색 코트는 얼마예요?","","","","카키색,코트","","카키색/색,코트/의류",""
"점원","이 코트도 오만 원이에요","장미연_의류_27","B","의복의류점","의류","0","16","가격문의","","A","","","","","이 코트도 오만 원이에요","코트,오만 원","","코트/의류,오만 원/가격",""
"고객","현금으로 사야하죠?","장미연_의류_27","B","의복의류점","의류","1","17","현금할인여부문의","","Q","","현금으로 사야하죠?","","","","현금","","현금/결제 수단",""
"점원","카드결제도 가능해요","장미연_의류_27","B","의복의류점","의류","0","18","현금할인여부문의","","A","","","","","카드결제도 가능해요","카드,결제","","카드/결제 수단",""
"고객","요 조끼 얼마예요?","장미연_의류_27","B","의복의류점","의류","1","19","가격문의","","Q","","요 조끼 얼마예요?","","","","조끼","","조끼/의류",""
"점원","그 제품 조끼가 아니에요","장미연_의류_27","B","의복의류점","의류","0","20","가격문의","","A","","","","","그 제품 조끼가 아니에요","제품,조끼","","조끼/의류",""
"고객","저 원피스는 얼마예요?","장미연_의류_27","B","의복의류점","의류","1","21","가격문의","","Q","","저 원피스는 얼마예요?","","","","원피스","","원/가격피스",""
"점원","고객님께 저 원피스는 작을 거예요","장미연_의류_27","B","의복의류점","의류","0","22","가격문의","","A","","","","","고객님께 저 원피스는 작을 거예요","고객님,원피스","","고객님/호칭,원피스/의류",""
"고객","빅사이즈 옷 있어요?","장미연_의류_28","B","의복의류점","의류","1","1","빅사이즈제품문의","","Q","","빅사이즈 옷 있어요?","","","","빅사이즈,옷","","빅사이즈/사이즈",""
"점원","바지 찾으세요?","장미연_의류_28","B","의복의류점","의류","0","2","빅사이즈제품문의","선호제품문의","Q","","","바지 찾으세요?","","","바지","","바지/의류",""
"고객","상의를 찾고 있어요","장미연_의류_28","B","의복의류점","의류","1","3","빅사이즈제품문의","선호제품문의","A","","","","상의를 찾고 있어요","","상의","","상의/의류",""
"점원","빅사이즈 제품이 없어요","장미연_의류_28","B","의복의류점","의류","0","4","빅사이즈제품문의","","A","1","","","","빅사이즈 제품이 없어요","빅사이즈,제품","","빅사이즈/사이즈",""
"고객","요런 마이도 큰 사이즈 없나요?","장미연_의류_28","B","의복의류점","의류","1","5","사이즈문의","","Q","","요런 마이도 큰 사이즈 없나요?","","","","마이,사이즈","","마이/의류,사이즈/사이즈",""
"점원","네","장미연_의류_28","B","의복의류점","의류","0","6","사이즈문의","","A","","","","","네","옷,사이즈","","사이즈/사이즈",""
"고객","저 옷은 사이즈 맞겠죠?","장미연_의류_28","B","의복의류점","의류","1","7","사이즈적합여부문의","","Q","","저 옷은 사이즈 맞겠죠?","","","","옷,사이즈","","사이즈/사이즈",""
